*미급수지역 위치 (주소),*미급수인구,미급수세대,상수원,,
경상북도 영천시 청통면 호당리,13,8,지하수,,
경상북도 영천시 북안면 북리,29,15,지하수,,
경상북도 영천시 북안면 도유리,2,1,지하수,,
경상북도 영천시 북안면 명주리,6,3,지하수,,
경상북도 영천시 화남면 용계리,12,6,지하수,,
경상북도 영천시 금호읍 신대리,20,10,지하수,,
경상북도 영천시 북안면 신리리,6,2,지하수,,
경상북도 영천시 북안면 옥천리,3,1,지하수,,
경상북도 영천시 북안면 자포리,20,10,지하수,,
경상북도 영천시 북안면 원당리,4,3,지하수,,
경상북도 영천시 북안면 유하리,6,3,지하수,,
,"6,782","3,518",,,
경상북도 상주시 외답동 ,191,85,전용상수도,,
경상북도 상주시 함창읍 ,161,81,지하수,,
경상북도 상주시 사벌면 매협리,142,57,지하수,,
경상북도 상주시 사벌면 퇴강리,113,64,지하수,,
경상북도 상주시 중동면 우물리,36,20,지하수,,
경상북도 상주시 낙동면 운평리,177,74,지하수,,
경상북도 상주시 청리면 하초리,91,48,지하수,,
경상북도 상주시 공성면 이화리,168,74,지하수,,
경상북도 상주시 공성면 무곡리,65,34,지하수,,
경상북도 상주시 공성면 오광리,190,95,지하수,,
경상북도 상주시 낙동면 신상리,80,35,지하수,,
경상북도 상주시 외남면 흔평리,186,91,지하수,,
경상북도 상주시 외남면 소은리,81,34,지하수,,
경상북도 상주시 내서면 능암리,164,79,지하수,,
경상북도 상주시 내서면 평지리,61,37,지하수,,
경상북도 상주시 내서면 노류리,92,43,지하수,,
경상북도 상주시 내서면 고곡리,130,72,지하수,,
경상북도 상주시 모동면 ,102,46,지하수,,
경상북도 상주시 모서면 득수리,107,41,지하수,,
경상북도 상주시 모서면 백학리,80,38,지하수,,
경상북도 상주시 화동면 판곡리,46,30,지하수,,
경상북도 상주시 화동면 보미리,65,50,지하수,,
경상북도 상주시 화서면 금산리,91,47,지하수,,
경상북도 상주시 화서면 율림리,52,26,지하수,,
경상북도 상주시 화서면 하송리,57,31,지하수,,
경상북도 상주시 화북면 용유리,77,40,지하수,,
경상북도 상주시 화북면 장암리,41,23,지하수,,
경상북도 상주시 화북면 상오리,134,75,지하수,,
경상북도 상주시 화북면 입석리,126,101,지하수,,
경상북도 상주시 화북면 중벌리,60,43,지하수,,
경상북도 상주시 화북면 운흥리,48,39,지하수,,
경상북도 상주시 외서면 관동리,120,34,지하수,,
경상북도 상주시 외서면 이천리,70,40,지하수,,
경상북도 상주시 외서면 봉강리,76,37,지하수,,
경상북도 상주시 외서면 우산리,75,60,지하수,,
경상북도 상주시 외서면 가곡리,23,12,지하수,,
경상북도 상주시 외서면 관현리,14,6,지하수,,
경상북도 상주시 외서면 이촌리,19,10,지하수,,
경상북도 상주시 은척면 봉중리,234,121,지하수,,
경상북도 상주시 은척면 두곡리,27,13,지하수,,
경상북도 상주시 은척면 장암리,87,51,지하수,,
경상북도 상주시 은척면 황령리,12,6,지하수,,
경상북도 상주시 공검면 오태리,56,28,지하수,,
경상북도 상주시 공검면 역곡리,138,82,지하수,,
경상북도 상주시 공검면 예주리,56,29,지하수,,
경상북도 상주시 공검면 지평리,14,9,지하수,,
경상북도 상주시 이안면 구미리,62,35,지하수,,
경상북도 상주시 이안면 아천리,141,65,지하수,,
경상북도 상주시 이안면 지산리,64,35,지하수,,
경상북도 상주시 이안면 여물리,43,33,지하수,,
경상북도 상주시 화남면 동관리,79,51,지하수,,
경상북도 상주시 화남면 평온리,279,142,지하수,,
경상북도 상주시 화남면 임곡리,54,35,지하수,,
경상북도 상주시 화남면 중눌리,78,48,지하수,,
경상북도 상주시 화남면 소곡리,117,54,지하수,,
경상북도 상주시 ,187,102,지하수,,
경상북도 상주시 남장동 ,301,151,지하수,,
경상북도 상주시 연원동 ,271,148,지하수,,
경상북도 상주시 개운동 ,104,43,지하수,,
경상북도 상주시 ,159,68,지하수,,
경상북도 상주시 ,200,110,지하수,,
경상북도 상주시 ,71,39,지하수,,
경상북도 상주시 외남면 신촌리,171,69,지하수,,
경상북도 상주시 내서면 서원리,95,58,지하수,,
경상북도 상주시 내서면 능암리,71,41,지하수,,
,161,89,,,
경상북도 문경시 가은읍 완장2리,12,7,지하수,,
경상북도 문경시 가은읍 완장1리,72,40,지하수,,
경상북도 문경시 동로면 명전1리 귀내기,14,7,지하수,,
경상북도 문경시 동로면 명전2리 방곡,12,6,지하수,,
경상북도 문경시 마성면 신현1리 진남교반,51,29,지하수,,
,"1,870",669,,,
경상북도 경산시 하양읍 ,298,170,지하수,,
경상북도 경산시 진량읍 ,268,86,지하수,,
경상북도 경산시 와촌면 ,357,213,지하수,,
경상북도 경산시 용성면 ,212,42,지하수,,
경상북도 경산시 압량면 ,191,56,지하수,,
경상북도 경산시 남천면 ,197,38,지하수,,
경상북도 경산시 점촌동 ,30,5,지하수,,
경상북도 경산시 내동 ,32,7,지하수,,
경상북도 경산시 옥곡동 ,17,6,지하수,,
경상북도 경산시 남산면 ,268,46,지하수,,
,"2,122","1,059",,,
경상북도 군위군 군위읍 ,350,175,지하수,,
경상북도 군위군 소보면 ,262,130,지하수,,
경상북도 군위군 효령면 ,243,122,지하수,,
경상북도 군위군 부계면 ,695,347,지하수,,
경상북도 군위군 의흥면 ,100,50,지하수,,
경상북도 군위군 산성면 ,222,110,지하수,,
경상북도 군위군 고로면 ,150,75,지하수,,
경상북도 군위군 우보면 ,100,50,지하수,,
,492,270,,,
경상북도 의성군 의성읍 ,32,17,지하수,,
경상북도 의성군 단촌면 ,12,6,지하수,,
경상북도 의성군 점곡면 ,18,10,지하수,,
경상북도 의성군 옥산면 ,43,24,지하수,,
경상북도 의성군 사곡면 ,34,19,지하수,,
경상북도 의성군 춘산면 ,63,35,지하수,,
경상북도 의성군 가음면 ,48,27,지하수,,
경상북도 의성군 금성면 ,51,28,지하수,,
경상북도 의성군 봉양면 ,32,18,지하수,,
경상북도 의성군 비안면 ,14,8,지하수,,
경상북도 의성군 구천면 ,10,5,지하수,,
경상북도 의성군 단밀면 ,14,7,지하수,,
경상북도 의성군 단북면 ,13,7,지하수,,
경상북도 의성군 안계면 ,12,7,지하수,,
경상북도 의성군 다인면 ,25,14,지하수,,
경상북도 의성군 신평면 ,33,18,지하수,,
경상북도 의성군 안평면 ,23,13,지하수,,
경상북도 의성군 안사면 ,15,7,지하수,,
,668,364,,,
경상북도 청송군 진보면 광덕리,308,168,전용상수도,,
경상북도 청송군 부동면 하의리,9,9,전용상수도,,
경상북도 청송군 청송읍 교리,20,9,우물,,
경상북도 청송군 청송읍 거대리,35,19,지하수,,
경상북도 청송군 파천면 옹점리,32,17,지하수,,
경상북도 청송군 파천면 황목리,15,9,지하수,,
경상북도 청송군 진보면 이촌리,18,9,지하수,,
경상북도 청송군 진보면 부곡리,9,4,지하수,,
경상북도 청송군 현동면 거성리,23,10,자하수,,
경상북도 청송군 안덕면 노래리,65,30,지하수,,
경상북도 청송군 안덕면 복리,15,7,지하수,,
경상북도 청송군 부동면 내룡리,32,15,지하수,,
경상북도 청송군 현서면 천천리,16,9,지하수,,
경상북도 청송군 현서면 무계리,25,19,지하수,,
경상북도 청송군 부남면 구천리,20,12,지하수,,
경상북도 청송군 부남면 양숙리,12,8,지하수,,
경상북도 청송군 부동면 신점리,6,4,지하수,,
경상북도 청송군 진보면 세장리,8,6,지하수,,
,23,17,,,
경상북도 영덕군 지품면 삼화리,5,3,계곡수,,
경상북도 영덕군 영해면 묘곡리,4,3,계곡수,,
경상북도 영덕군 영덕읍 화천리,1,1,계곡수,,
경상북도 영덕군 남정면 양성리,6,3,계곡수,,
경상북도 영덕군 강구면 삼사리,7,7,전용상수도,,
,879,505,,,
경상북도 청도군 청도읍 고수리,485,293,전용상수도 (지하수),,
경상북도 청도군 ,394,212,"기타 (우물, 샘 등)",,
,"2,492","1,228",,,
경상북도 성주군 성주읍 ,81,25,지하수,,
경상북도 성주군 선남면 ,276,129,지하수,,
경상북도 성주군 용암면 ,88,43,지하수,,
경상북도 성주군 수륜면 ,325,176,지하수,,
경상북도 성주군 가천면 ,112,62,지하수,,
경상북도 성주군 금수면 ,127,75,지하수,,
경상북도 성주군 대가면 ,453,223,지하수,,
경상북도 성주군 벽진면 ,285,144,지하수,,
경상북도 성주군 초전면 ,413,200,지하수,,
경상북도 성주군 월항면 ,332,151,지하수,,
,"3,353","1,568",,,
경상북도 칠곡군 왜관읍 석전리 한일맨션,85,34,전용상수도,,
경상북도 칠곡군 기산면 그외지역 (산재가옥 및 농가주택 등),191,88,지하수,,
경상북도 칠곡군 왜관읍 그외지역 (산재가옥 및 농가주택 등) ,191,79,지하수,,
경상북도 칠곡군 북삼읍 그외지역 (산재가옥 및 농가주택 등),848,331,지하수,,
경상북도 칠곡군 석적읍 그외지역 (산재가옥 및 농가주택 등),74,33,지하수,,
경상북도 칠곡군 지천면 그외지역 (산재가옥 및 농가주택 등) ,447,237,지하수,,
경상북도 칠곡군 동명면 그외지역 (산재가옥 및 농가주택 등) ,507,254,계곡수 및 지하수,,
경상북도 칠곡군 가산면 그외지역 (산재가옥 및 농가주택 등) ,872,453,지하수,,
경상북도 칠곡군 약목면 그외지역 (산재가옥 및 농가주택 등) ,138,59,지하수,,
,"1,398",732,,,
경상북도 예천군 예천읍 백전리,7,6,지하수,,
경상북도 예천군 예천읍 청복리,4,2,지하수,,
경상북도 예천군 예천읍 통명리,3,3,지하수,,
경상북도 예천군 용문면 구계리,2,1,지하수,,
경상북도 예천군 용문면 사부리,5,3,지하수,,
경상북도 예천군 용문면 내지리,2,1,지하수,,
경상북도 예천군 용문면 원류리,1,1,지하수,,
경상북도 예천군 상리면 도촌리,30,16,지하수,,
경상북도 예천군 상리면 사곡리,12,10,지하수,,
경상북도 예천군 상리면 명봉리,48,15,지하수,,
경상북도 예천군 상리면 용두리,14,8,지하수,,
경상북도 예천군 상리면 두성리,13,7,지하수,,
경상북도 예천군 상리면 백석리,8,3,지하수,,
경상북도 예천군 상리면 초항리,2,1,지하수,,
경상북도 예천군 상리면 고항리,12,5,지하수,,
경상북도 예천군 상리면 석묘리,7,3,지하수,,
경상북도 예천군 상리면 보곡리,5,2,지하수,,
경상북도 예천군 하리면 탑리,2,1,지하수,,
경상북도 예천군 하리면 은산리,6,3,지하수,,
경상북도 예천군 하리면 송월리,4,2,지하수,,
경상북도 예천군 하리면 금곡리,12,7,지하수,,
경상북도 예천군 하리면 율곡리,9,4,지하수,,
경상북도 예천군 하리면 시항리,8,6,지하수,,
경상북도 예천군 감천면 포리,68,35,지하수,,
경상북도 예천군 감천면 덕율리,109,59,지하수,,
경상북도 예천군 감천면 관현리,14,6,지하수,,
경상북도 예천군 감천면 천향리,127,68,지하수,,
경상북도 예천군 감천면 진평리,19,8,지하수,,
경상북도 예천군 감천면 벌방리,4,4,지하수,,
경상북도 예천군 감천면 수한리,7,3,지하수,,
경상북도 예천군 감천면 현내리,5,3,지하수,,
경상북도 예천군 감천면 돈산리,8,8,지하수,,
경상북도 예천군 감천면 유리,5,1,지하수,,
경상북도 예천군 감천면 미석리,40,8,지하수,,
경상북도 예천군 감천면 대맥리,23,12,지하수,,
경상북도 예천군 감천면 장산리,9,7,지하수,,
경상북도 예천군 감천면 마촌리,29,19,지하수,,
경상북도 예천군 보문면 신월리,29,15,지하수,,
경상북도 예천군 보문면 독양리,58,31,지하수,,
경상북도 예천군 보문면 기곡리,15,6,지하수,,
경상북도 예천군 보문면 산성리,2,1,지하수,,
경상북도 예천군 보문면 수계리,21,11,지하수,,
경상북도 예천군 보문면 작곡리,10,5,지하수,,
경상북도 예천군 보문면 오암리,3,3,지하수,,
경상북도 예천군 호명면 본포리,64,35,지하수,,
경상북도 예천군 호명면 원곡리,12,4,지하수,,
경상북도 예천군 호명면 직산리,11,6,지하수,,
경상북도 예천군 호명면 황지리,48,26,지하수,,
경상북도 예천군 유천면 수심리,64,33,지하수,,
경상북도 예천군 유천면 중평리,74,43,지하수,,
경상북도 예천군 유천면 고림리,66,36,지하수,,
경상북도 예천군 유천면 가리,11,7,지하수,,
경상북도 예천군 용궁면 향석리,69,38,지하수,,
경상북도 예천군 풍양면 우망리,7,3,지하수,,
경상북도 예천군 풍양면 청운리,5,3,지하수,,
경상북도 예천군 풍양면 삼강리,51,26,지하수,,
경상북도 예천군 풍양면 괴당리,75,38,지하수,,
경상북도 예천군 풍양면 고산리,20,11,지하수,,
,941,596,,,
"경상북도 봉화군 물야면 (개단3,5리,두문1,2리,수식1,2리)",69,52,지하수,,
"경상북도 봉화군 봉성면 (외삼1,2리,금봉2리.우곡1리)",55,41,지하수,,
"경상북도 봉화군 법전면 (법전2리,풍정2리,척곡1리,소천2리,눌산1,2리,어지1,2리,소지리)",51,38,지하수,,
"경상북도 봉화군 춘양면 (학산리,석현1,2리,애당1,2리,도심1,3리,서벽1,4리,우구치리,소로1리)",112,69,지하수,,
"경상북도 봉화군 봉화읍 (거촌3리,유곡1리)",414,229,지하수,,
"경상북도 봉화군 석포면 (대현1리,승부리)",51,34,지하수,,
"경상북도 봉화군 재산면 (동면1,2리,갈산2리,남면리)",38,27,지하수,,
"경상북도 봉화군 명호면 (도천2,3,4리,삼동1,2리,양곡2리,고감1,2리,풍호1리,고계1리,관창1,2리)",52,37,지하수,,
"경상북도 봉화군 상운면 (문촌리,구천리,신라리)",39,26,지하수,,
"경상북도 봉화군 소천면 (고선1리,임기1,3리,두음리,남회룡리,분천1,5리)",60,43,지하수,,
,"2,895","1,246",,,
경상북도 울진군 울진읍 신림리,5,4,지하수,,
경상북도 울진군 울진읍 정림리,2,1,지하수,,
경상북도 울진군 울진읍 대흥리,3,3,샘물,,
경상북도 울진군 북면 덕구리,16,11,지하수,,
경상북도 울진군 금강송면 왕피리,9,4,샘물,,
경상북도 울진군 금강송면 소광리,41,27,지하수,,
경상북도 울진군 금강송면 전곡리,2,2,지하수,,
경상북도 울진군 금강송면 광회리,22,9,샘물,,
경상북도 울진군 금강송면 쌍전리,50,34,샘물,,
경상북도 울진군 근남면 행곡리,13,4,지하수,,
경상북도 울진군 근남면 수곡리,7,3,지하수,,
경상북도 울진군 근남면 구산리,25,11,샘물,,
경상북도 울진군 매화면 길곡리,3,1,샘물,,
경상북도 울진군 기성면 정명리,2,1,샘물,,
경상북도 울진군 기성면 다천리,1,1,샘물,,
경상북도 울진군 기성면 황보리,3,2,지하수,,
경상북도 울진군 온정면 덕인리,11,6,지하수,,
경상북도 울진군 금강송면 소광리,10,2,전용상수도 (금강송에코리움),,
경상북도 울진군 북면 나곡리,60,40,전용상수도 (나곡리연립주택),,
경상북도 울진군 근남면 노음리,25,16,지하수,,
경상북도 울진군 북면 부구리,150,150,전용상수도 (두산중공업),,
경상북도 울진군 북면 부구리,240,96,전용상수도 (혜광주택아파트),,
경상북도 울진군 북면 부구리,"1,894",816,전용상수도 (한수원사택),,
경상북도 울진군 북면 부구리,1,1,전용상수도 (한수원 1~4기),,
경상북도 울진군 기성면 봉산리,300,1,전용상수도 (울진공항),,
,"11,587","5,095",,,
,"11,180","5,025",,,
,407,70,,,
,159,65,,,
경상남도 진주시 문산읍 갈곡리,159,65,지하수,,
,62,28,,,
경상남도 통영시 욕지면 ,35,17,우물 등,,
경상남도 통영시 한산면 ,1,1,우물 등,,
경상남도 통영시 광도면 ,26,10,우물 등,,
,"7,055","3,074",,,
경상남도 김해시 동상동 ,43,19,지하수 및 우물,,
경상남도 김해시 서상동 ,66,29,지하수 및 우물,,
경상남도 김해시 부원동 ,12,6,지하수 및 우물,,
경상남도 김해시 외동 ,62,27,지하수 및 우물,,
경상남도 김해시 삼계동 ,158,69,지하수 및 우물,,
경상남도 김해시 화목동 ,26,12,지하수 및 우물,,
경상남도 김해시 삼정동 ,85,37,지하수 및 우물,,
경상남도 김해시 불암동 ,22,10,지하수 및 우물,,
경상남도 김해시 장유동 ,180,79,지하수 및 우물,,
경상남도 김해시 삼문동 ,177,77,지하수 및 우물,,
경상남도 김해시 율하동 ,146,64,지하수 및 우물,,
경상남도 김해시 진영읍 ,855,372,지하수 및 우물,,
경상남도 김해시 주촌면 ,532,232,지하수 및 우물,,
경상남도 김해시 진례면 ,"3,245","1,411",지하수 및 우물,,
경상남도 김해시 한림면 ,333,145,지하수 및 우물,,
경상남도 김해시 생림면 ,156,68,지하수 및 우물,,
경상남도 김해시 상동면 ,94,41,지하수 및 우물,,
경상남도 김해시 대동면 ,726,316,지하수 및 우물,,
경상남도 김해시 삼방동 ,137,60,지하수 및 우물,,
,"2,278",986,,,
경상남도 밀양시 무안면 ,259,115,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 초동면 ,170,75,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 상남면 ,166,72,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 산외면 ,192,84,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 상동면 ,212,98,"계곡수,우물,샘물,개인지하수 등",,
"경상남도 밀양시 삼랑진읍, 하남읍 지역",58,22,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 산내면 ,280,122,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 단장면 ,339,145,"계곡수,우물,샘물,개인지하수 등",,
경상남도 밀양시 청도면 ,402,172,"계곡수,우물,샘물,개인지하수 등",,
"경상남도 밀양시 내이동, 내일동, 교동 ",35,12,"계곡수,우물,샘물,개인지하수 등",,f
경상남도 밀양시 부북면 ,165,69,"계곡수,우물,샘물,개인지하수 등",,
,"1,234",727,,,
경상남도 거제시 둔덕면 방하리 죽전1반마을 (방하리 665-1,30,16,계곡수,,
경상남도 거제시 남부면 탑포1 (탑포리 산73-1) ,36,36,계곡수,,
경상남도 거제시 남부면 탑포3 (탑포리 226-1),21,20,계곡수,,
경상남도 거제시 동부면 율포리 율포서 (율포리 737-1),34,22,계곡수,,
경상남도 거제시 동부면 율포리 율포동 (율포리 산43),5,5,계곡수,,
경상남도 거제시 동부면 오송리 영북 (오송리 산60-1),32,12,계곡수,,
경상남도 거제시 동부면 구천리 가매골 (구천리 298),23,15,계곡수,,
경상남도 거제시 동부면 오송리 영월진등 (오송리 55-29),22,10,계곡수,,
경상남도 거제시 동부면 구천리 망골 (구천리 62),15,8,계곡수,,
경상남도 거제시 동부면 구천리 연담본 (구천리 515),20,9,계곡수,,
경상남도 거제시 동부면 구천리 소나무재골 (구천리 97-13) ,15,7,계곡수,,
경상남도 거제시 동부면 구천리 평지반지밭골 (구천리 산97-17),17,8,계곡수,,
경상남도 거제시 동부면 부춘리 삼거림산태골 (부춘리 산12-8),13,7,계곡수,,
경상남도 거제시 동부면 부춘리 삼거림송토골 (부춘리 산79),11,7,계곡수,,
경상남도 거제시 동부면 오송리 동호본마을 (오송리 33-17),19,5,계곡수,,
경상남도 거제시 동부면 오송리 영월위땅넘 (오송리 716-7),18,6,계곡수,,
경상남도 거제시 동부면 가배리 덕원 (가배리 37-10),11,9,계곡수,,
경상남도 거제시 동부면 율포리 솔곶이 (율포리 산66-24),25,8,계곡수,,
경상남도 거제시 동부면 구천리 평지본 (구천리 산109),22,15,계곡수,,
경상남도 거제시 동부면 오송리 동호양지을 (오송리 산43-69),14,14,계곡수,,
경상남도 거제시 거제면 서정리 뒷메 (서정리 61),37,17,계곡수,,
경상남도 거제시 거제면 법동리 리 (법동리 61-1) ,16,7,계곡수,,
경상남도 거제시 연초면 명동리 골 (명동리 산121) ,24,11,계곡수,,
경상남도 거제시 연초면 송정리 솔밭밑 (송정리 349) ,23,7,계곡수,,
경상남도 거제시 연초면 송정리 대롱 (송정리 356-1) ,8,4,계곡수,,
경상남도 거제시 연초면 이목리 이목 (이목리 산14),7,5,계곡수,,
경상남도 거제시 연초면 다공리 대촌 (다공리 412-2) ,22,11,계곡수,,
경상남도 거제시 연초면 한내리 한내골 (한내리 산84),18,11,계곡수,,
경상남도 거제시 연초면 오비리 금구 (오비리 1026),9,5,계곡수,,
경상남도 거제시 연초면 오비리 점골 (오비리 산29),12,7,계곡수,,
경상남도 거제시 연초면 연사리 연사아랫마을 (연사리 714),19,10,계곡수,,
경상남도 거제시 연초면 죽토리 양지 (죽토리 423),12,8,계곡수,,
경상남도 거제시 연초면 다공리 불곡 (다공리 산91-1) ,20,14,계곡수,,
경상남도 거제시 연초면 다공리 중리 (다공리 225-7) ,10,5,계곡수,,
경상남도 거제시 연초면 명동리 명하동편 (명동리 산80),15,15,계곡수,,
경상남도 거제시 연초면 명동리 명하서편 (명동리 산60) ,32,24,계곡수,,
경상남도 거제시 연초면 덕치리 문암 (덕치리 55) ,32,20,계곡수,,
경상남도 거제시 장목면 율천리 율북 (율천리 산17) ,25,25,계곡수,,
경상남도 거제시 하청면 유계리 서상 (유계리 248),14,14,계곡수,,
경상남도 거제시 하청면 석포리 금당개 (석포리 75-6),8,8,계곡수,,
경상남도 거제시 하청면 유계리 서대 (유계리 1193),6,6,계곡수,,
경상남도 거제시 장목면 외포리 서목 (외포리 554-7) ,16,11,계곡수,,
경상남도 거제시 장목면 외포리 정골 (외포리 1670) ,8,6,계곡수,,
경상남도 거제시 둔덕면 상둔리 유지 (상둔리 900-12) ,50,15,계곡수,,
경상남도 거제시 둔덕면 시목리 상서점들 (시목리 산135-1),21,18,계곡수,,
경상남도 거제시 둔덕면 시목리 시목 (시목리 895) ,76,19,계곡수,,
경상남도 거제시 둔덕면 거림리 마장 (거림리 9020,44,27,계곡수,,
경상남도 거제시 둔덕면 산방리 산방 (산방리 142),21,15,계곡수,,
경상남도 거제시 둔덕면 방하리 죽전1반 (방하리 70-4),15,15,계곡수,,
경상남도 거제시 둔덕면 상둔리 옥동3반 (상둔리 산80-3),14,14,계곡수,,
경상남도 거제시 둔덕면 상둔리 옥동덕리 (상둔리 920-3),27,14,계곡수,,
경상남도 거제시 둔덕면 시목리 외골 (시목리 28),33,19,계곡수,,
경상남도 거제시 사등면 지석리 장좌 (시목리 산16-1) ,56,27,계곡수,,
경상남도 거제시 상동동 용산음지 (상동동 144-8),14,10,계곡수,,
경상남도 거제시 삼거동 삼거음지 (삼거동 109-1),22,14,계곡수,,
경상남도 거제시 삼거동 삼거상 (삼거동 500),34,19,계곡수,,
경상남도 거제시 연초면 명동리 중뫼 (명동리 산60),11,11,계곡수,,
,392,145,,,
경상남도 양산시 원동면 내포리 일원,10,3,지하수,,
경상남도 양산시 원동면 대리 일원,16,4,지하수,,
경상남도 양산시 원동면 서룡리 일원,20,5,지하수,,
경상남도 양산시 원동면 선리 일원,36,12,지하수,,
경상남도 양산시 원동면 영포리 일원,15,5,지하수,,
경상남도 양산시 원동면 용당리 일원,5,2,지하수,,
경상남도 양산시 원동면 원리 일원,7,3,지하수,,
경상남도 양산시 원동면 화제리 일원,35,12,지하수,,
경상남도 양산시 명곡동 ,122,49,전용상수도,,
경상남도 양산시 주남동 ,126,50,전용상수도,,
,250,1,,,
경상남도 고성군 회화면 삼덕리,250,1,지하수,,
,101,47,,,
경상남도 산청군 단성면 강누리 교동마을외 13개소,101,47,개인지하수,,
,56,22,,,
경상남도 합천군 합천읍 서산리,2,1,지하수,,
경상남도 합천군 합천읍 금양리,2,2,지하수,,
경상남도 합천군 합천읍 외곡리,5,2,지하수,,
경상남도 합천군 청덕면 모리,3,1,지하수,,
경상남도 합천군 야로면 하림리,5,2,지하수,,
경상남도 합천군 쌍백면 하신리,2,1,지하수,,
경상남도 합천군 가회면 덕촌리,3,1,지하수,,
경상남도 합천군 대병면 회양리,6,2,지하수,,
경상남도 합천군 율곡면 임북리,2,1,지하수,,
경상남도 합천군 가야면 황산리,5,2,지하수,,
경상남도 합천군 가야면 야천리,9,3,지하수,,
경상남도 합천군 봉산면 봉계리,7,2,지하수,,
경상남도 합천군 봉산면 계산리,2,1,지하수,,
경상남도 합천군 가야면 청현리,3,1,지하수,,
