"측정소명","년/월/일","수위(cm)","최고수위(cm)","최저수위(cm)"
"광양시(용강교)","2021/04/23","24.25","",""
"광양시(용강교)","2021/04/22","25","",""
"광양시(용강교)","2021/04/21","27","",""
"광양시(용강교)","2021/04/20","28","",""
"광양시(용강교)","2021/04/19","27.54","",""
"광양시(용강교)","2021/04/18","28.75","",""
"광양시(용강교)","2021/04/17","30.46","",""
"광양시(용강교)","2021/04/16","34.75","",""
"광양시(용강교)","2021/04/15","38.21","",""
"광양시(용강교)","2021/04/14","41","",""
"광양시(용강교)","2021/04/13","44","",""
"광양시(용강교)","2021/04/12","31","",""
"광양시(용강교)","2021/04/11","31.5","",""
"광양시(용강교)","2021/04/10","32.71","",""
"광양시(용강교)","2021/04/09","35","",""
"광양시(용강교)","2021/04/08","36.04","",""
"광양시(용강교)","2021/04/07","38","",""
"광양시(용강교)","2021/04/06","41.08","",""
"광양시(용강교)","2021/04/05","41","",""
"광양시(용강교)","2021/04/04","41.54","",""
"광양시(용강교)","2021/04/03","35.71","",""
"광양시(용강교)","2021/04/02","32.79","",""
"광양시(용강교)","2021/04/01","36","",""
"광양시(용강교)","2021/03/31","37.13","",""
"광양시(용강교)","2021/03/30","40.17","",""
"광양시(용강교)","2021/03/29","45.42","",""
"광양시(용강교)","2021/03/28","58.21","",""
"광양시(용강교)","2021/03/27","34.75","",""
"광양시(용강교)","2021/03/26","27","",""
"광양시(용강교)","2021/03/25","27.54","",""
"광양시(용강교)","2021/03/22","30","",""
"광양시(용강교)","2021/03/21","30.5","",""
"광양시(용강교)","2021/03/20","30.25","",""
"광양시(용강교)","2021/03/19","27.38","",""
"광양시(용강교)","2021/03/18","28.21","",""
"광양시(용강교)","2021/03/17","28.83","",""
"광양시(용강교)","2021/03/16","29.75","",""
"광양시(용강교)","2021/03/15","29.92","",""
"광양시(용강교)","2021/03/10","30","",""
"광양시(용강교)","2021/03/09","30.04","",""
"광양시(용강교)","2021/03/08","31.21","",""
"광양시(용강교)","2021/03/06","35","",""
"광양시(용강교)","2021/03/05","36.08","",""
"광양시(용강교)","2021/03/04","36.75","",""
"광양시(용강교)","2021/03/03","39.5","",""
"광양시(용강교)","2021/03/02","49.46","",""
"광양시(용강교)","2021/03/01","34.5","",""
"광양시(용강교)","2021/02/28","24.29","",""
"광양시(용강교)","2021/02/27","25","",""
"광양시(용강교)","2021/02/26","25.04","",""
"광양시(용강교)","2021/02/25","24.13","",""
"광양시(용강교)","2021/02/24","24","",""
"광양시(용강교)","2021/02/23","24.08","",""
"광양시(용강교)","2021/02/22","24.04","",""
"광양시(용강교)","2021/02/21","24","",""
"광양시(용강교)","2021/02/20","24","",""
"광양시(용강교)","2021/02/19","24.04","",""
"광양시(용강교)","2021/02/18","24.38","",""
"광양시(용강교)","2021/02/17","24.29","",""
"광양시(용강교)","2021/02/16","24.38","",""
"광양시(용강교)","2021/02/15","24.63","",""
"광양시(용강교)","2021/02/14","24","",""
"광양시(용강교)","2021/02/13","24.29","",""
"광양시(용강교)","2021/02/12","24.21","",""
"광양시(용강교)","2021/02/11","24.5","",""
"광양시(용강교)","2021/02/10","24.71","",""
"광양시(용강교)","2021/02/09","25","",""
"광양시(용강교)","2021/02/08","25","",""
"광양시(용강교)","2021/02/07","25.33","",""
"광양시(용강교)","2021/02/06","25.79","",""
"광양시(용강교)","2021/02/05","26.17","",""
"광양시(용강교)","2021/02/04","26.88","",""
"광양시(용강교)","2021/02/03","27.79","",""
"광양시(용강교)","2021/02/02","29.75","",""
"광양시(용강교)","2021/02/01","29","",""
"광양시(용강교)","2021/01/31","24.25","",""
"광양시(용강교)","2021/01/30","24.42","",""
"광양시(용강교)","2021/01/29","24.5","",""
"광양시(용강교)","2021/01/28","25.13","",""
"광양시(용강교)","2021/01/27","25.33","",""
"광양시(용강교)","2021/01/26","24.83","",""
"광양시(용강교)","2021/01/25","24","",""
"광양시(용강교)","2021/01/24","24","",""
"광양시(용강교)","2021/01/23","24","",""
"광양시(용강교)","2021/01/22","24","",""
"광양시(용강교)","2021/01/21","23.88","",""
"광양시(용강교)","2021/01/20","24","",""
"광양시(용강교)","2021/01/19","24","",""
"광양시(용강교)","2021/01/18","24","",""
"광양시(용강교)","2021/01/17","23.96","",""
"광양시(용강교)","2021/01/16","23.13","",""
"광양시(용강교)","2021/01/15","23","",""
"광양시(용강교)","2021/01/14","27.67","",""
"광양시(용강교)","2021/01/13","27.92","",""
"광양시(용강교)","2021/01/12","28.21","",""
"광양시(용강교)","2021/01/11","28.21","",""
"광양시(용강교)","2021/01/10","27.92","",""
"광양시(용강교)","2021/01/09","26.38","",""
"광양시(용강교)","2021/01/08","23.92","",""
"광양시(용강교)","2021/01/07","24.21","",""
"광양시(용강교)","2021/01/06","24.04","",""
"광양시(용강교)","2021/01/05","24.13","",""
"광양시(용강교)","2021/01/04","24","",""
"광양시(용강교)","2021/01/03","24.29","",""
"광양시(용강교)","2021/01/02","24.13","",""
"광양시(용강교)","2021/01/01","24.13","",""
"광양시(수어천교)","2021/12/31","277","",""
"광양시(수어천교)","2021/12/30","282","",""
"광양시(수어천교)","2021/12/29","269","",""
"광양시(수어천교)","2021/12/28","220","",""
"광양시(수어천교)","2021/12/27","219","",""
"광양시(수어천교)","2021/12/26","258","",""
"광양시(수어천교)","2021/12/25","259","",""
"광양시(수어천교)","2021/12/24","272","",""
"광양시(수어천교)","2021/12/23","275","",""
"광양시(수어천교)","2021/12/22","272","",""
"광양시(수어천교)","2021/12/21","244","",""
"광양시(수어천교)","2021/12/20","270","",""
"광양시(수어천교)","2021/12/19","269","",""
"광양시(수어천교)","2021/12/18","287","",""
"광양시(수어천교)","2021/12/17","293","",""
"광양시(수어천교)","2021/12/16","257","",""
"광양시(수어천교)","2021/12/15","276","",""
"광양시(수어천교)","2021/12/14","266","",""
"광양시(수어천교)","2021/12/13","269","",""
"광양시(수어천교)","2021/12/12","290","",""
"광양시(수어천교)","2021/12/11","268","",""
"광양시(수어천교)","2021/12/10","306","",""
"광양시(수어천교)","2021/12/09","326","",""
"광양시(수어천교)","2021/12/07","354","",""
"광양시(수어천교)","2021/12/06","301","",""
"광양시(수어천교)","2021/12/05","317","",""
"광양시(수어천교)","2021/12/04","306","",""
"광양시(수어천교)","2021/12/03","281","",""
"광양시(수어천교)","2021/12/02","267","",""
"광양시(수어천교)","2021/12/01","254","",""
"광양시(수어천교)","2021/11/30","240","",""
"광양시(수어천교)","2021/11/29","266","",""
"광양시(수어천교)","2021/11/28","265","",""
"광양시(수어천교)","2021/11/27","268","",""
"광양시(수어천교)","2021/11/25","278","",""
"광양시(수어천교)","2021/11/19","282","",""
"광양시(수어천교)","2021/11/18","279","",""
"광양시(수어천교)","2021/11/17","274","",""
"광양시(수어천교)","2021/11/16","268","",""
"광양시(수어천교)","2021/11/15","265","",""
"광양시(수어천교)","2021/11/14","268","",""
"광양시(수어천교)","2021/11/13","276","",""
"광양시(수어천교)","2021/11/12","274","",""
"광양시(수어천교)","2021/11/11","287","",""
"광양시(수어천교)","2021/11/10","295","",""
"광양시(수어천교)","2021/11/09","308","",""
"광양시(수어천교)","2021/11/08","314","",""
"광양시(수어천교)","2021/11/07","316","",""
"광양시(수어천교)","2021/11/06","315","",""
"광양시(수어천교)","2021/11/05","307","",""
"광양시(수어천교)","2021/11/04","297","",""
"광양시(수어천교)","2021/11/03","339","",""
"광양시(수어천교)","2021/11/02","373","",""
"광양시(수어천교)","2021/11/01","333","",""
"광양시(수어천교)","2021/10/31","373","",""
"광양시(수어천교)","2021/10/30","373","",""
"광양시(수어천교)","2021/10/29","373","",""
"광양시(수어천교)","2021/10/28","373","",""
"광양시(수어천교)","2021/10/27","373","",""
"광양시(수어천교)","2021/10/26","373","",""
"광양시(수어천교)","2021/10/25","373","",""
"광양시(수어천교)","2021/10/24","373","",""
"광양시(수어천교)","2021/10/23","373","",""
"광양시(수어천교)","2021/10/22","373","",""
"광양시(수어천교)","2021/10/21","373","",""
"광양시(수어천교)","2021/10/20","373","",""
"광양시(수어천교)","2021/10/19","373","",""
"광양시(수어천교)","2021/10/18","373","",""
"광양시(수어천교)","2021/10/17","373","",""
"광양시(수어천교)","2021/10/16","373","",""
"광양시(수어천교)","2021/10/15","373","",""
"광양시(수어천교)","2021/10/14","373","",""
"광양시(수어천교)","2021/10/13","373","",""
"광양시(수어천교)","2021/10/12","373","",""
"광양시(수어천교)","2021/10/11","373","",""
"광양시(수어천교)","2021/10/10","373","",""
"광양시(수어천교)","2021/10/09","373","",""
"광양시(수어천교)","2021/10/08","373","",""
"광양시(수어천교)","2021/10/07","342","",""
"광양시(수어천교)","2021/10/06","303","",""
"광양시(수어천교)","2021/10/05","308","",""
"광양시(수어천교)","2021/10/04","297","",""
"광양시(수어천교)","2021/10/03","295","",""
"광양시(수어천교)","2021/10/02","336","",""
"광양시(수어천교)","2021/10/01","309","",""
"광양시(수어천교)","2021/09/30","292","",""
"광양시(수어천교)","2021/09/29","292","",""
"광양시(수어천교)","2021/09/28","294","",""
"광양시(수어천교)","2021/09/27","301","",""
"광양시(수어천교)","2021/09/26","311","",""
"광양시(수어천교)","2021/09/25","317","",""
"광양시(수어천교)","2021/09/24","314","",""
"광양시(수어천교)","2021/09/23","314","",""
"광양시(수어천교)","2021/09/22","314","",""
"광양시(수어천교)","2021/09/21","308","",""
"광양시(수어천교)","2021/09/20","333","",""
"광양시(수어천교)","2021/09/19","325","",""
"광양시(수어천교)","2021/09/18","300","",""
"광양시(수어천교)","2021/09/17","300","",""
"광양시(수어천교)","2021/09/16","295","",""
"광양시(수어천교)","2021/09/15","297","",""
"광양시(수어천교)","2021/09/14","302","",""
"광양시(수어천교)","2021/09/13","305","",""
"광양시(수어천교)","2021/09/12","310","",""
"광양시(수어천교)","2021/09/11","316","",""
"광양시(수어천교)","2021/09/10","312","",""
"광양시(수어천교)","2021/09/09","311","",""
"광양시(수어천교)","2021/09/08","309","",""
"광양시(수어천교)","2021/09/07","302","",""
"광양시(수어천교)","2021/09/06","300","",""
"광양시(수어천교)","2021/09/05","294","",""
"광양시(수어천교)","2021/09/04","293","",""
"광양시(수어천교)","2021/09/03","288","",""
"광양시(수어천교)","2021/09/01","283","",""
"광양시(수어천교)","2021/08/31","291","",""
"광양시(수어천교)","2021/08/30","297","",""
"광양시(수어천교)","2021/08/29","301","",""
"광양시(수어천교)","2021/08/28","313","",""
"광양시(수어천교)","2021/08/27","325","",""
"광양시(수어천교)","2021/08/26","331","",""
"광양시(수어천교)","2021/08/25","324","",""
"광양시(수어천교)","2021/08/24","318","",""
"광양시(수어천교)","2021/08/23","320","",""
"광양시(수어천교)","2021/08/22","308","",""
"광양시(수어천교)","2021/08/21","306","",""
"광양시(수어천교)","2021/08/20","303","",""
"광양시(수어천교)","2021/08/19","300","",""
"광양시(수어천교)","2021/08/18","300","",""
"광양시(수어천교)","2021/08/17","300","",""
"광양시(수어천교)","2021/08/16","308","",""
"광양시(수어천교)","2021/08/15","313","",""
"광양시(수어천교)","2021/08/14","313","",""
"광양시(수어천교)","2021/08/13","317","",""
"광양시(수어천교)","2021/08/12","319","",""
"광양시(수어천교)","2021/08/11","326","",""
"광양시(수어천교)","2021/08/10","316","",""
"광양시(수어천교)","2021/08/09","318","",""
"광양시(수어천교)","2021/08/08","317","",""
"광양시(수어천교)","2021/08/07","299","",""
"광양시(수어천교)","2021/08/06","299","",""
"광양시(수어천교)","2021/08/05","312","",""
"광양시(수어천교)","2021/08/04","317","",""
"광양시(수어천교)","2021/08/03","317","",""
"광양시(수어천교)","2021/08/02","304","",""
"광양시(수어천교)","2021/08/01","302","",""
"광양시(수어천교)","2021/07/31","302","",""
"광양시(수어천교)","2021/07/30","305","",""
"광양시(수어천교)","2021/07/29","314","",""
"광양시(수어천교)","2021/07/28","312","",""
"광양시(수어천교)","2021/07/27","316","",""
"광양시(수어천교)","2021/07/26","322","",""
"광양시(수어천교)","2021/07/25","312","",""
"광양시(수어천교)","2021/07/24","299","",""
"광양시(수어천교)","2021/07/23","297","",""
"광양시(수어천교)","2021/07/22","292","",""
"광양시(수어천교)","2021/07/21","286","",""
"광양시(수어천교)","2021/07/20","285","",""
"광양시(수어천교)","2021/07/19","291","",""
"광양시(수어천교)","2021/07/18","283","",""
"광양시(수어천교)","2021/07/17","293","",""
"광양시(수어천교)","2021/07/16","298","",""
"광양시(수어천교)","2021/07/15","304","",""
"광양시(수어천교)","2021/07/14","69749","",""
"광양시(수어천교)","2021/07/11","335","",""
"광양시(수어천교)","2021/07/10","355","",""
"광양시(수어천교)","2021/07/05","295","",""
"광양시(수어천교)","2021/07/04","293","",""
"광양시(수어천교)","2021/07/03","295","",""
"광양시(수어천교)","2021/07/01","299","",""
"광양시(수어천교)","2021/06/29","303","",""
"광양시(수어천교)","2021/06/28","285","",""
"광양시(수어천교)","2021/06/27","305","",""
"광양시(수어천교)","2021/06/26","301","",""
"광양시(수어천교)","2021/06/25","305","",""
"광양시(수어천교)","2021/06/24","304","",""
"광양시(수어천교)","2021/06/23","302","",""
"광양시(수어천교)","2021/06/22","299","",""
"광양시(수어천교)","2021/06/20","286","",""
"광양시(수어천교)","2021/06/19","286","",""
"광양시(수어천교)","2021/06/17","293","",""
"광양시(수어천교)","2021/06/15","288","",""
"광양시(수어천교)","2021/06/14","385","",""
"광양시(수어천교)","2021/06/13","399","",""
"광양시(수어천교)","2021/06/12","399","",""
"광양시(수어천교)","2021/06/11","290","",""
"광양시(수어천교)","2021/06/10","285","",""
"광양시(수어천교)","2021/06/09","285","",""
"광양시(수어천교)","2021/06/08","285","",""
"광양시(수어천교)","2021/06/07","284","",""
"광양시(수어천교)","2021/06/06","281","",""
"광양시(수어천교)","2021/06/05","281","",""
"광양시(수어천교)","2021/06/04","275","",""
"광양시(수어천교)","2021/06/03","277","",""
"광양시(수어천교)","2021/06/02","285","",""
"광양시(수어천교)","2021/06/01","292","",""
"광양시(수어천교)","2021/05/31","296","",""
"광양시(수어천교)","2021/05/30","303","",""
"광양시(수어천교)","2021/05/29","304","",""
"광양시(수어천교)","2021/05/28","306","",""
"광양시(수어천교)","2021/05/27","299","",""
"광양시(수어천교)","2021/05/25","292","",""
"광양시(수어천교)","2021/05/24","298","",""
"광양시(수어천교)","2021/05/23","292","",""
"광양시(수어천교)","2021/05/22","280","",""
"광양시(수어천교)","2021/05/21","274","",""
"광양시(수어천교)","2021/05/20","279","",""
"광양시(수어천교)","2021/05/19","286","",""
"광양시(수어천교)","2021/05/18","291","",""
"광양시(수어천교)","2021/05/16","290","",""
"광양시(수어천교)","2021/05/15","289","",""
"광양시(수어천교)","2021/05/14","294","",""
"광양시(수어천교)","2021/05/13","296","",""
"광양시(수어천교)","2021/05/12","295","",""
"광양시(수어천교)","2021/05/11","290","",""
"광양시(수어천교)","2021/05/10","287","",""
"광양시(수어천교)","2021/05/09","277","",""
"광양시(수어천교)","2021/05/08","277","",""
"광양시(수어천교)","2021/05/07","275","",""
"광양시(수어천교)","2021/05/06","286","",""
"광양시(수어천교)","2021/05/05","276","",""
"광양시(수어천교)","2021/05/04","283","",""
"광양시(수어천교)","2021/05/03","295","",""
"광양시(수어천교)","2021/05/02","299","",""
"광양시(수어천교)","2021/05/01","303","",""
"광양시(수어천교)","2021/04/30","304","",""
"광양시(수어천교)","2021/04/29","304","",""
"광양시(수어천교)","2021/04/28","302","",""
"광양시(수어천교)","2021/04/27","297","",""
"광양시(수어천교)","2021/04/26","287","",""
"광양시(수어천교)","2021/04/25","283","",""
"광양시(수어천교)","2021/04/24","275","",""
"광양시(수어천교)","2021/04/23","268","",""
"광양시(수어천교)","2021/04/22","266","",""
"광양시(수어천교)","2021/04/21","265","",""
"광양시(수어천교)","2021/04/20","265","",""
"광양시(수어천교)","2021/04/19","276","",""
"광양시(수어천교)","2021/04/18","283","",""
"광양시(수어천교)","2021/04/17","288","",""
"광양시(수어천교)","2021/04/16","291","",""
"광양시(수어천교)","2021/04/15","290","",""
"광양시(수어천교)","2021/04/13","285","",""
"광양시(수어천교)","2021/04/12","285","",""
"광양시(수어천교)","2021/04/11","259","",""
"광양시(수어천교)","2021/04/10","281","",""
"광양시(수어천교)","2021/04/09","269","",""
"광양시(수어천교)","2021/04/08","275","",""
"광양시(수어천교)","2021/04/07","288","",""
"광양시(수어천교)","2021/04/06","279","",""
"광양시(수어천교)","2021/04/05","277","",""
"광양시(수어천교)","2021/04/04","289","",""
"광양시(수어천교)","2021/04/03","299","",""
"광양시(수어천교)","2021/04/02","304","",""
"광양시(수어천교)","2021/04/01","311","",""
"광양시(수어천교)","2021/03/31","310","",""
"광양시(수어천교)","2021/03/30","309","",""
"광양시(수어천교)","2021/03/29","306","",""
"광양시(수어천교)","2021/03/28","309","",""
"광양시(수어천교)","2021/03/27","272","",""
"광양시(수어천교)","2021/03/22","310","",""
"광양시(수어천교)","2021/03/21","314","",""
"광양시(수어천교)","2021/03/20","319","",""
"광양시(수어천교)","2021/03/19","326","",""
"광양시(수어천교)","2021/03/18","319","",""
"광양시(수어천교)","2021/03/17","332","",""
"광양시(수어천교)","2021/03/16","322","",""
"광양시(수어천교)","2021/03/10","298","",""
"광양시(수어천교)","2021/03/09","300","",""
"광양시(수어천교)","2021/03/06","320","",""
"광양시(수어천교)","2021/03/05","333","",""
"광양시(수어천교)","2021/03/04","347","",""
"광양시(수어천교)","2021/03/03","342","",""
"광양시(수어천교)","2021/03/02","330","",""
"광양시(수어천교)","2021/03/01","337","",""
"광양시(수어천교)","2021/02/28","332","",""
"광양시(수어천교)","2021/02/27","336","",""
"광양시(수어천교)","2021/02/26","333","",""
"광양시(수어천교)","2021/02/25","308","",""
"광양시(수어천교)","2021/02/24","305","",""
"광양시(수어천교)","2021/02/23","305","",""
"광양시(수어천교)","2021/02/22","294","",""
"광양시(수어천교)","2021/02/21","298","",""
"광양시(수어천교)","2021/02/20","302","",""
"광양시(수어천교)","2021/02/19","297","",""
"광양시(수어천교)","2021/02/18","323","",""
"광양시(수어천교)","2021/02/17","320","",""
"광양시(수어천교)","2021/02/16","331","",""
"광양시(수어천교)","2021/02/15","331","",""
"광양시(수어천교)","2021/02/14","334","",""
"광양시(수어천교)","2021/02/13","330","",""
"광양시(수어천교)","2021/02/12","321","",""
"광양시(수어천교)","2021/02/11","314","",""
"광양시(수어천교)","2021/02/10","306","",""
"광양시(수어천교)","2021/02/09","310","",""
"광양시(수어천교)","2021/02/08","306","",""
"광양시(수어천교)","2021/02/07","306","",""
"광양시(수어천교)","2021/02/06","310","",""
"광양시(수어천교)","2021/02/05","318","",""
"광양시(수어천교)","2021/02/04","319","",""
"광양시(수어천교)","2021/02/03","328","",""
"광양시(수어천교)","2021/02/02","336","",""
"광양시(수어천교)","2021/02/01","333","",""
"광양시(수어천교)","2021/01/31","326","",""
"광양시(수어천교)","2021/01/30","333","",""
"광양시(수어천교)","2021/01/29","327","",""
"광양시(수어천교)","2021/01/28","321","",""
"광양시(수어천교)","2021/01/27","308","",""
"광양시(수어천교)","2021/01/26","313","",""
"광양시(수어천교)","2021/01/24","306","",""
"광양시(수어천교)","2021/01/23","293","",""
"광양시(수어천교)","2021/01/22","302","",""
"광양시(수어천교)","2021/01/21","309","",""
"광양시(수어천교)","2021/01/20","307","",""
"광양시(수어천교)","2021/01/19","317","",""
"광양시(수어천교)","2021/01/18","306","",""
"광양시(수어천교)","2021/01/17","317","",""
"광양시(수어천교)","2021/01/16","336","",""
"광양시(수어천교)","2021/01/15","332","",""
"광양시(수어천교)","2021/01/14","327","",""
"광양시(수어천교)","2021/01/13","333","",""
"광양시(수어천교)","2021/01/12","326","",""
"광양시(수어천교)","2021/01/11","69753","",""
"광양시(수어천교)","2021/01/10","310","",""
"광양시(수어천교)","2021/01/09","310","",""
"광양시(수어천교)","2021/01/08","308","",""
"광양시(수어천교)","2021/01/07","296","",""
"광양시(수어천교)","2021/01/06","307","",""
"광양시(수어천교)","2021/01/05","306","",""
"광양시(수어천교)","2021/01/04","320","",""
"광양시(수어천교)","2021/01/03","324","",""
"광양시(수어천교)","2021/01/02","325","",""
"광양시(수어천교)","2021/01/01","315","",""
